action_type,alignment,alpha,background_blur,background_gradient_direction,border_color_alpha,border_color_hex,border_width,bottomMask,color_alpha,color_hex,content_mode,corner_radius_units,corner_radius_value,description,disable_tap_zones,flip_interval,font_color_alpha,font_color_hex,font_size,font_type,guid,height,height_points,hex,hidden,hide_page_status,icon_background_blur,icon_background_gradient_direction,item_size_height_units,item_size_height_value,item_size_width_units,item_size_width_value,key,log_view,margin_bottom,margin_left,margin_right,margin_top,name,number_of_items,orientation,padding_bottom,padding_left,padding_right,padding_top,rotation,size_height_units,size_height_value,size_width_units,size_width_value,template_identifier,template_name,text,tint_color_alpha,tint_color_hex,title,topMask,trigger,type,userInfo,story_id
,leading,0.8,False,diagonal,,,0.0,False,,,,pixels,0,описание,False,20.0,1.0,#ffffff,17,normal,2c32bdfc-c27f-48c9-8614-913b2084f969,,,#000000,false,False,False,vertical,,,,,,True,0,0,0,0,Дачи писателей и художников,,horizontal,0,0,0,0,,pixels,0,pixels,0,text_label,text,"Предприниматель и меценат Савва Мамонтов в конце ХIХ века отдал свою усадьбу в распоряжение художников. Тут жили, работали и обучали деревенских детей художественным промыслам Врубель, Васнецов, Серов, Нестеров, Репин и Левитан. ",,,,False,,label,,1573
,center,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,описание,False,20.0,1.0,#000000,15,normal,f61b89ac-3127-466f-97a7-b194d7757a02,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Рассрочка в Тинькофф,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить в рассрочку,,,,False,,deeplink,,1222
,center,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,описание,False,20.0,1.0,#000000,15,normal,05e47553-0669-4b24-8e84-ce7febe06b20,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Рассрочка в Тинькофф,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить в рассрочку,,,,False,,deeplink,,1224
,center,1.0,False,diagonal,,,0.0,False,,,fit,percent,50,описание,False,20.0,1.0,#000000,15,normal,74a08b95-1a82-42e0-93d6-ccf0a5fbb11d,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Банки для ипотеки,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подать заявку,,,,False,,web_view,,707
,center,1.0,False,diagonal,,,0.0,False,,,fit,percent,50,описание,False,20.0,1.0,#000000,15,normal,d501c53d-a556-430b-a61d-520624908dbc,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,2 документа для ипотеки,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Подать заявку,,,,False,,deeplink,,1034
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,c5db8312-159f-428a-9dac-15efb4146cfb,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Ипотека на апартаменты,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Отправить заявку,,,,False,,deeplink,,1134
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,818f4b5a-8d78-49c4-b57c-ee7656fbc883,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Получить права,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Как получить права,,,,False,,web_view,,1371
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,Продали айфон,False,15.0,1.0,#000000,15,normal,44f73fb1-20b8-4035-a194-0c64712ffa4d,40.0,percent,#ffdd2c,false,,False,vertical,,,,,,False,0,0,0,0,Налог с перевода,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Когда платить налог,,,,False,,web_view,,379
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,1f0d5ed5-b585-425a-888c-4c622a8bb601,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Семь миров Высоцкого,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Билеты,,,,False,,web_view,,1490
,center,1.0,False,vertical,,,,False,,,fill,,,4 матч,False,,1.0,#ffffff,15,bold,ef1231f0-f2f8-4c1a-93d6-4af5de10ad3b,,,,false,False,False,vertical,,,,,,True,7,12,20,-12,,,horizontal,,,,8,,pixels,64,pixels,96,,,Нигерия,,,{{break}},False,,label,,1053
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,755a1651-7bdd-4a64-808d-2168edcdf40e,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Продукты банка для друзей,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Узнать свой бонус,,,,False,,deeplink,,723
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,0.0,1.0,#000000,15,normal,c7d6fc8d-5bc9-44fc-92f7-e690ded28f49,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Бизнес: студия фитнеса,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать историю Сони,,,,False,,web_view,,492
,leading,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,10.0,1.0,#ffffff,17,normal,dde0e93d-a434-4005-9bcd-ca51f85b2e52,,,#ffffff,false,False,False,vertical,,,,,,True,0,16,16,0,Карта в 30 валютах,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Теперь валюта карты — доллары США. Вы можете расплачиваться ею за границей, а потом снова сделать ее рублевой.",,,,False,,label,,1456
,leading,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,10.0,1.0,#ffffff,17,normal,807b9090-ff8e-4c44-a141-ed6e98b69799,,,#ffffff,false,False,False,vertical,,,,,,True,0,16,16,0,Карта в 3 валютах,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Теперь валюта карты — доллары США. Вы можете расплачиваться ею за границей, а потом снова сделать ее рублевой.",,,,False,,label,,1466
,center,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,картинка,False,15.0,1.0,#000000,15,normal,7b1b5690-1b88-47c4-b0aa-2090766db2e9,40.0,percent,#ffdd2c,false,,False,vertical,,,,,,False,0,0,0,0,Инвестиции с защитой,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Купить,,,,False,,web_view,,390
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,10.0,1.0,#ffffff,20,normal,555a5880-b055-461d-bbca-ff5ce0e2692f,,,#ffffff,false,False,False,vertical,,,,,,False,0,16,16,0,Справка из банка,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,Укажите удобный способ получения и заказывайте справку. Сделаем и доставим бесплатно.,,,,False,,grouped,,126
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,8.0,1.0,#ffffff,20,normal,7e27f32c-f7a5-4c8b-abd6-ec87219052ae,,,#ffffff,false,False,False,vertical,,,,,,False,0,16,16,0,Блокировка карты,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,Укажите причину блокировки и нажмите кнопку «Блокировать».,,,,False,,grouped,,154
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,10.0,1.0,#ffffff,20,normal,0aa80ad5-a19f-40f7-b326-16e14929191b,,,#ffffff,false,False,False,vertical,,,,,,False,0,16,16,0,Оплатить ЖКХ,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Проверьте данные, введите сумму платежа и нажмите «Перевести».",,,,False,,grouped,,134
,center,1.0,False,diagonal,,,0.0,False,,,fill,pixels,0,копия,,8.0,1.0,#ffffff,18,normal,27cf1193-4057-41af-99c7-c8d96c336b34,40.0,percent,#ffffff,false,,False,vertical,,,,,,,4,16,16,8,Кредит наличными,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,Нажмите на виджет «Кредит наличными» и заполните заявку. Кредиты никогда не были такими простыми и удобными!,,,,False,,grouped,,264
,leading,1.0,False,diagonal,,,0.0,False,,,fit,pixels,0,картинка,False,15.0,1.0,#ffffff,17,normal,99a06255-6a56-4d49-97d6-f1d40612d529,40.0,percent,#b596e1,false,False,False,vertical,,,,,,False,0,0,0,0,Скрытые карты,,horizontal,0,0,0,0,,pixels,0,pixels,0,,text,"Если карта или счет скрыты, их не видно в меню с лимитами и ПИН-кодами. Выбрать для платежей их тоже не получится.  ",,,,False,,label,,204
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,17,normal,55ffa061-731d-4540-800c-8f0a06c226e1,,,#ffffff,false,False,False,vertical,,,,,,False,0,16,16,0,Связь с банком,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Если вы не в России, выгоднее позвонить в банк через интернет. Главное — найти бесплатный Wi-Fi.",,,,False,,grouped,,301
,center,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,копия,,8.0,1.0,#000000,15,normal,5532938e-fa3f-4147-ade3-6fcb7ba6cee8,,,#ffdd2c,false,,False,vertical,,,,,,False,0,0,0,0,Переводы без комиссии,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Перевести,,,,False,,deeplink,,374
,leading,1.0,False,diagonal,,,0.0,False,,,fill,percent,50,копия,False,12.0,1.0,#000000,15,normal,c89f86da-f77f-4dfe-8a01-cdd58e4df1f9,,,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Как найти банкомат,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Найти банкомат,,,,False,,deeplink,,225
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,79014faf-c5db-4bdf-abde-d55308f0685b,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Если упал в люк,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1064
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,20.0,1.0,#ffffff,17,normal,ac2dba2c-b3e0-487d-8279-0e70bd34d83c,,,#ffffff,false,False,False,vertical,,,,,,True,4,16,16,8,Повысьте статус карты,,horizontal,0,0,0,0,,pixels,232,pixels,288,text_label,text,Повысьте статус своей карты и получите ее в новом дизайне. ,,,,False,,grouped,,1097
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,0c62139c-5b38-4f58-960b-e5a667db2f0f,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Куда вложить 2 млн,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,1178
,center,1.0,False,vertical,,,0.0,False,,,fill,percent,50,ответ да,,20.0,1.0,#ffffff,24,bold,8f8993aa-a5a7-48bc-aa40-237be56e972e,,,#ffffff,false,,False,vertical,,,,,yes,,32,16,16,8,Выжать максимум из Tinkoff Black,,horizontal,0,16,16,0,,pixels,64,pixels,64,,text,Мы так и знали,,,,False,,label,"{""paramValue"":""YES""}",314
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,False,20.0,1.0,#000000,15,normal,4ffb6d89-3b49-4e76-9cdd-d41cbfe75c67,,,#ffdd2c,false,False,False,vertical,,,,,,True,0,0,0,0,Новинки Тинькофф Ипотеки,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Заполнить анкету,,,Почему вам выгодно взять ипотеку через Тинькофф,False,,deeplink,,577
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,,12.0,1.0,#000000,15,normal,2d9e7175-1b60-4e9c-9d8c-b2b8475be809,40.0,percent,#ffdd2c,false,,False,vertical,,,,,,,0,0,0,0,Дать в долг государству,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Войти,,,,False,,web_view,,215
,leading,1.0,False,diagonal,,,0.0,False,,,fit,pixels,0,картинка,,15.0,1.0,#ffffff,17,normal,eec176e2-7476-4a64-8af2-f51ce11c0bc6,40.0,percent,#276bbf,false,,False,vertical,,,,,,False,0,0,0,0,Что такое MCC,,horizontal,0,0,0,0,,pixels,0,pixels,0,,text,Обратиться в магазин с просьбой указать MCC по основному виду деятельности. Тинькофф Банк не сможет сам поменять этот код для магазина.,,,,False,,label,,448
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,"Облако, крупный текст + кнопка",False,15.0,1.0,#000000,15,normal,27a54cd6-bc99-4130-8ade-934dd8c4efce,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,answer_2,False,0,0,0,0,Проверьте себя,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,ПРОЙТИ ТЕСТ,,,,False,,web_view,,486
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,18,normal,24a6ecb4-5269-4c39-b46e-fd55d5d9c34b,,,#ffffff,false,False,False,vertical,,,,,,False,0,16,16,0,Помощь в чате,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Если у бота нет ответа, вам напишет сотрудник службы поддержки. Чат работает круглосуточно. ",,,,False,,grouped,,221
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,15.0,1.0,#ffffff,18,normal,bb5c97cc-eb8c-4b66-a860-3fd7bc64fe68,,,#ffffff,false,False,False,vertical,,,,,,False,0,16,16,0,Помощь в чате,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Если у бота нет ответа, вам напишет сотрудник службы поддержки. Чат работает круглосуточно. ",,,,False,,grouped,,222
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,,15.0,1.0,#ffffff,20,normal,cd545f4c-71bd-439e-986a-a7145460c70c,,,#ffffff,false,,False,vertical,,,,,,False,4,16,16,8,Избранные платежи,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,Теперь платеж в избранном.,,,,False,,grouped,,422
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,описание,,25.0,1.0,#000000,15,normal,791644f9-e01e-45be-8077-640d0a0274d3,,,#ffdd2c,false,,False,vertical,,,,,,False,0,0,0,0,Настолки для детей,,horizontal,0,32,32,0,,pixels,36,pixels,0,text_label,text,Купить,,,,False,,web_view,,425
,leading,0.7,False,diagonal,,,0.0,False,,,,pixels,0,5,,20.0,1.0,#000000,17,normal,58c0686d-a781-48f5-8b99-592f031a7edc,40.0,percent,#ffffff,false,,False,vertical,,,,,,,0,0,0,0,Что умеет «Тройка»,,horizontal,0,0,0,0,,pixels,0,pixels,0,,text,Вспомнить весной: «Тройку» можно использовать для аренды велосипеда через сервис «Велобайк». Номер карты — ваш персональный ключ.,,,,False,,label,,331
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,15.0,1.0,#000000,15,normal,50e1bac7-a1d5-4139-804e-a6ea23be29c4,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Бизнес: Магазин комиксов,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать историю Андрея,,,,False,,web_view,,299
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,"Облако, крупный текст + кнопка",False,15.0,1.0,#000000,15,normal,e721e134-1fff-4a4c-bf20-633fc81bb65f,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,answer_2,False,0,0,0,0,Проверьте себя,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,ПРОЙТИ ТЕСТ,,,,False,,web_view,,706
,center,1.0,False,diagonal,,,0.0,False,,,,percent,50,копия,False,0.0,1.0,#000000,15,normal,4445f56f-3a6d-411f-b2aa-c81b657ac1f9,40.0,percent,#ffdd2c,false,False,False,vertical,,,,,,False,0,0,0,0,Как у них: Стамбул,,horizontal,0,32,32,0,,pixels,36,pixels,0,,text,Читать о жизни в Стамбуле,,,,False,,web_view,,516
,center,1.0,False,vertical,,,0.0,False,,,fill,pixels,0,копия,False,10.0,1.0,#ffffff,20,normal,d09fac54-cf32-49b4-a478-e2f409f9fa0d,,,#ffffff,false,False,False,vertical,,,,,,True,0,16,16,0,Что нового в Историях,,horizontal,0,0,0,0,,pixels,232,pixels,288,,text,"Не бойтесь что-то пропустить: когда появятся новые, блок с Историями вернется.",,,,False,,grouped,,605
,center,1.0,False,diagonal,1.0,#ffffff,1.0,False,,,fill,pixels,16,тощщый,False,10.0,1.0,#000000,15,bold,0d14957e-bf46-4ad9-97a1-de2745ee8040,,,#ffffff,false,False,False,vertical,,,,,,True,0,0,0,0,Налог на проданную машину,,horizontal,0,0,0,0,,pixels,44,pixels,225,,,Подробный разбор,,,,False,,web_view,,799
